,X,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.tip,notes
4098,4098,195,Thamphil_caecen_MZUSPML2031,Thamnophilus caerulescens,ochraceiventer,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4099,4099,186,Thamphil_caecen_MZU81155,Thamnophilus caerulescens,caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4100,4100,194,Thamphil_caecen_MZU91197,Thamnophilus caerulescens,gilvigaster,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4101,4101,188,Thamphil_caecen_LSU1684,Thamnophilus caerulescens,melanochrous,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4102,4102,193,Thamphil_caecen_LSU34687,Thamnophilus caerulescens,paraguayensis,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4103,4103,191,Thamphil_caecen_LSU38284,Thamnophilus caerulescens,connectens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4104,4104,200114,Thamphil_caecen_LSU38384,Thamnophilus caerulescens,aspersiventer,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4105,4105,192,Thamphil_caecen_LSU50102,Thamnophilus caerulescens,subandinus,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4106,4106,196,Thamphil_caecen_MPEGCPEII037,Thamnophilus caerulescens,cearensis,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4107,4107,186,Thamphil_caecen_MZU81155,Thamnophilus caerulescens,caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4108,4108,194,Thamphil_caecen_MZU91197,Thamnophilus caerulescens,gilvigaster,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4109,4109,200504,Thamphil_caecen_MZUSP82637,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4110,4110,200476,Thamphil_caecen_MZUSP91196,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4111,4111,200483,Thamphil_caecen_MZUSP91661,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4112,4112,200523,Thamphil_caecen_MZUSP93176,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4113,4113,200510,Thamphil_caecen_MZUSPALG020,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4114,4114,200505,Thamphil_caecen_MZUSPALG080,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4115,4115,200492,Thamphil_caecen_MZUSPALG085,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4116,4116,200478,Thamphil_caecen_MZUSPALG086,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4117,4117,200511,Thamphil_caecen_MZUSPALG102,Thamnophilus caerulescens,,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4118,4118,187,Thamphil_caecen_MZUSPML2030,Thamnophilus caerulescens,caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4119,4119,195,Thamphil_caecen_MZUSPML2031,Thamnophilus caerulescens,ochraceiventer,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4120,4120,190,Thamphil_caecen_UWBM77213,Thamnophilus caerulescens,dinellii,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4121,4121,196,Thamphil_caecen_MPEGCPEII037,Thamnophilus caerulescens,cearensis,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4122,4122,190,Thamphil_caecen_UWBM77213,Thamnophilus caerulescens,dinellii,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,Thamnophilus_caerulescens,
4123,4123,158,Thamphil_cryleu_LSU25431,Thamnophilus cryptoleucus,-,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilidae,Thamnophilus_cryptoleucus,
4124,4124,158,Thamphil_cryleu_LSU25431,Thamnophilus cryptoleucus,-,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilidae,Thamnophilus_cryptoleucus,
4125,4125,223,Thamphil_divis_MPEGPNSD225,Thamnophilus divisorius,-,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilidae,NA,
4126,4126,223,Thamphil_divis_MPEGPNSD225,Thamnophilus divisorius,-,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilidae,NA,
4127,4127,117,Thamphil_dolia_LSU14854,Thamnophilus doliatus,signatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4128,4128,115,Thamphil_dolia_LSU46193,Thamnophilus doliatus,subradiatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4129,4129,113,Thamphil_dolia_LSU69823,Thamnophilus doliatus,tobagensis,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4130,4130,107,Thamphil_dolia_LSU81964,Thamnophilus doliatus,pacificus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4131,4131,105,Thamphil_dolia_ICNDCA121,Thamnophilus doliatus,doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4132,4132,104,Thamphil_dolia_L48534,Thamnophilus doliatus,doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4133,4133,117,Thamphil_dolia_LSU14854,Thamnophilus doliatus,signatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4134,4134,114,Thamphil_dolia_LSU38980,Thamnophilus doliatus,radiatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4135,4135,115,Thamphil_dolia_LSU46193,Thamnophilus doliatus,subradiatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4136,4136,108,Thamphil_dolia_LSU46527,Thamnophilus doliatus,nigricristatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4137,4137,109,Thamphil_dolia_LSU46645,Thamnophilus doliatus,eremnus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4138,4138,113,Thamphil_dolia_LSU69823,Thamnophilus doliatus,tobagensis,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4139,4139,107,Thamphil_dolia_LSU81964,Thamnophilus doliatus,pacificus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4140,4140,106,Thamphil_dolia_LSU82201,Thamnophilus doliatus,intermedius,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4141,4141,119,Thamphil_dolia_MCP3129,Thamnophilus doliatus,capistratus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4142,4142,118,Thamphil_dolia_MZU90071,Thamnophilus doliatus,difficilis,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4143,4143,111,Thamphil_dolia_ANSP168260,Thamnophilus doliatus,albicans,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4144,4144,105,Thamphil_dolia_ICNDCA121,Thamnophilus doliatus,doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4145,4145,104,Thamphil_dolia_L48534,Thamnophilus doliatus,doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4146,4146,117,Thamphil_dolia_LSU14854,Thamnophilus doliatus,signatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4147,4147,114,Thamphil_dolia_LSU38980,Thamnophilus doliatus,radiatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4148,4148,115,Thamphil_dolia_LSU46193,Thamnophilus doliatus,subradiatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4149,4149,108,Thamphil_dolia_LSU46527,Thamnophilus doliatus,nigricristatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4150,4150,109,Thamphil_dolia_LSU46645,Thamnophilus doliatus,eremnus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4151,4151,113,Thamphil_dolia_LSU69823,Thamnophilus doliatus,tobagensis,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4152,4152,107,Thamphil_dolia_LSU81964,Thamnophilus doliatus,pacificus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4153,4153,106,Thamphil_dolia_LSU82201,Thamnophilus doliatus,intermedius,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4154,4154,119,Thamphil_dolia_MCP3129,Thamnophilus doliatus,capistratus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4155,4155,118,Thamphil_dolia_MZU90071,Thamnophilus doliatus,difficilis,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4156,4156,110,Thamphil_dolia_USNM471360,Thamnophilus doliatus,nesiotes,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4157,4157,111,Thamphil_dolia_ANSP168260,Thamnophilus doliatus,albicans,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4158,4158,110,Thamphil_dolia_USNM471360,Thamnophilus doliatus,nesiotes,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilus doliatus,Thamnophilidae,Thamnophilus_doliatus,
4159,4159,221,Thamphil_insig_LSU7579,Thamnophilus insignis,insignis,Thamnophilus insignis,Thamnophilus insignis,Thamnophilus insignis,Thamnophilidae,Thamnophilus_insignis,
4160,4160,221,Thamphil_insig_LSU7579,Thamnophilus insignis,insignis,Thamnophilus insignis,Thamnophilus insignis,Thamnophilus insignis,Thamnophilidae,Thamnophilus_insignis,
4161,4161,212,Thamphil_meltus_COPML768,Thamnophilus melanonotus,-,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilidae,Sakesphorus_melanonotus,
4162,4162,212,Thamphil_meltus_COPML768,Thamnophilus melanonotus,-,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilidae,Sakesphorus_melanonotus,
4163,4163,214,Thamphil_melrax_MPEGCN994,Thamnophilus melanothorax,-,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilidae,Sakesphorus_melanothorax,
4164,4164,214,Thamphil_melrax_MPEGCN994,Thamnophilus melanothorax,-,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilidae,Sakesphorus_melanothorax,
4165,4165,130,Thamphil_multus_IAvH2359,Thamnophilus multistriatus,brachyurus,Thamnophilus multistriatus,Thamnophilus multistriatus,Thamnophilus multistriatus,Thamnophilidae,Thamnophilus_multistriatus,
4166,4166,130,Thamphil_multus_IAvH2359,Thamnophilus multistriatus,brachyurus,Thamnophilus multistriatus,Thamnophilus multistriatus,Thamnophilus multistriatus,Thamnophilidae,Thamnophilus_multistriatus,
4167,4167,150,Thamphil_murnus_MZU85950,Thamnophilus murinus,cayennensis,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4168,4168,149,Thamphil_murnus_MZU93756,Thamnophilus murinus,murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4169,4169,151,Thamphil_murnus_MZUJ1050,Thamnophilus murinus,canipennis,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4170,4170,151,Thamphil_murnus_MZUJ1050,Thamnophilus murinus,canipennis,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4171,4171,150,Thamphil_murnus_MZU85950,Thamnophilus murinus,cayennensis,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4172,4172,149,Thamphil_murnus_MZU93756,Thamnophilus murinus,murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4173,4173,151,Thamphil_murnus_MZUJ1050,Thamnophilus murinus,canipennis,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4174,4174,60039,Thamphil_murnus_LSU75008,Thamnophilus murinus,,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4175,4175,60038,Thamphil_murnus_INPA2021,Thamnophilus murinus,,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,Thamnophilus_murinus,
4176,4176,153,Thamphil_nigcep_UAM20238,Thamnophilus nigriceps,-,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilidae,Thamnophilus_nigriceps,
4177,4177,153,Thamphil_nigcep_UAM20238,Thamnophilus nigriceps,-,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilidae,Thamnophilus_nigriceps,
4178,4178,153,Thamphil_nigcep_UAM20238,Thamnophilus nigriceps,-,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilidae,Thamnophilus_nigriceps,
4179,4179,163,Thamphil_nigroner_A295,Thamnophilus nigrocinereus,tschudii,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4180,4180,162,Thamphil_nigroner_ICN39301,Thamnophilus nigrocinereus,cinereoniger,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4181,4181,161,Thamphil_nigroner_LSU20234,Thamnophilus nigrocinereus,cinereoniger,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4182,4182,165,Thamphil_nigroner_OI001,Thamnophilus nigrocinereus,kulczynski,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4183,4183,164,Thamphil_nigroner_MZU92841,Thamnophilus nigrocinereus,huberi,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4184,4184,160,Thamphil_nigroner_MZU93302,Thamnophilus nigrocinereus,nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4185,4185,163,Thamphil_nigroner_A295,Thamnophilus nigrocinereus,tschudii,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4186,4186,162,Thamphil_nigroner_ICN39301,Thamnophilus nigrocinereus,cinereoniger,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4187,4187,161,Thamphil_nigroner_LSU20234,Thamnophilus nigrocinereus,cinereoniger,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4188,4188,164,Thamphil_nigroner_MZU92841,Thamnophilus nigrocinereus,huberi,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4189,4189,160,Thamphil_nigroner_MZU93302,Thamnophilus nigrocinereus,nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4190,4190,165,Thamphil_nigroner_OI001,Thamnophilus nigrocinereus,kulczynski,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,Thamnophilus_nigrocinereus,
4191,4191,137,Thamphil_paltus_LSU58400,Thamnophilus palliatus,puncticeps,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4192,4192,138,Thamphil_paltus_KU17412,Thamnophilus palliatus,similis,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4193,4193,137,Thamphil_paltus_LSU58400,Thamnophilus palliatus,puncticeps,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4194,4194,136,Thamphil_paltus_MPEG55411,Thamnophilus palliatus,palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4195,4195,200515,Thamphil_paltus_MZUSP86001,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4196,4196,200520,Thamphil_paltus_MZUSP86016,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4197,4197,200482,Thamphil_paltus_MZUSP90916,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4198,4198,200521,Thamphil_paltus_MZUSP93408,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4199,4199,140,Thamphil_paltus_MZU90917,Thamnophilus palliatus,vestitus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4200,4200,200116,Thamphil_paltus_H8245,Thamnophilus palliatus,sp nov,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4201,4201,200116,Thamphil_paltus_H8245,Thamnophilus palliatus,sp nov,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4202,4202,138,Thamphil_paltus_KU17412,Thamnophilus palliatus,similis,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4203,4203,137,Thamphil_paltus_LSU58400,Thamnophilus palliatus,puncticeps,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4204,4204,136,Thamphil_paltus_MPEG55411,Thamnophilus palliatus,palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4205,4205,140,Thamphil_paltus_MZU90917,Thamnophilus palliatus,vestitus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4206,4206,200515,Thamphil_paltus_MZUSP86001,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4207,4207,200520,Thamphil_paltus_MZUSP86016,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4208,4208,200482,Thamphil_paltus_MZUSP90916,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
4209,4209,200521,Thamphil_paltus_MZUSP93408,Thamnophilus palliatus,,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,Thamnophilus_palliatus,
